"filename", "language", "JSON", "JSON with Comments", "YAML", "TypeScript", "Groovy", "Batch", "PostCSS", "Properties", "XML", "JavaScript", "TypeScript JSX", "Markdown", "Java", "HTML", "comment", "blank", "total"
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\DriverGuidesPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 11, 20, 185
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\DriverPhotosPage.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 207, 0, 0, 0, 0, 0, 0, 0, 9, 29, 245
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\DriverPhotosPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 6, 18, 150
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\MyRoutesPage.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 3, 8, 67
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\MyRoutesPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 7, 16, 159
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\MyRoutesTable.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 3, 7, 49
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\MyRoutesTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 3, 14, 138
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\ActiveRouteHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 4, 16, 143
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\ActiveRoutePage.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 365, 0, 0, 0, 0, 0, 0, 0, 16, 63, 444
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\ActiveRoutePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 5, 11, 103
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\ActiveRouteProgress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 3, 28
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\WaypointCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 3, 9, 102
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\WaypointList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 2, 4, 42
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\hooks\useActiveRoute.ts", "TypeScript", 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 104
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\hooks\useFileUpload.ts", "TypeScript", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 81
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\hooks\useGpsTracking.ts", "TypeScript", 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 14, 141
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\hooks\useGuiaNotifications.ts", "TypeScript", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 75
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\hooks\useTankConversion.ts", "TypeScript", 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 12, 112
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\hooks\useTankReadings.ts", "TypeScript", 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 164
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\hooks\useWaypointCollection.ts", "TypeScript", 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 146
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\types.ts", "TypeScript", 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 25, 207
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\utils\stampMetadata.ts", "TypeScript", 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 18, 156
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\waypoint-detail\WaypointDetailPage.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 602, 0, 0, 0, 0, 0, 0, 0, 23, 86, 711
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\waypoint-detail\WaypointDetailPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 7, 15, 154
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\waypoint-detail\WaypointTabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 1, 3, 34
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\waypoint-detail\tabs\DataTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 2, 6, 75
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\waypoint-detail\tabs\GuiasTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 6, 12, 124
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\waypoint-detail\tabs\PhotoCapture.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 18, 22, 206
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\waypoint-detail\tabs\PrecintosTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 1, 9, 104
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\waypoint-detail\tabs\TankForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 352, 0, 0, 0, 24, 32, 408
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\active-route\waypoint-detail\tabs\TankSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 2, 4, 49
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\hooks\useDriverGuidesToday.ts", "TypeScript", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 104
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\my-routes\hooks\useDriverPhotosToday.ts", "TypeScript", 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26, 166
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\operations\OperationDetailFormModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 4, 19, 164
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\operations\OperationDetailManager.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 5, 34, 224
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\operations\OperationDetailManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 3, 13, 160
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\operations\OperationDetailPage.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 286, 0, 0, 0, 0, 0, 0, 0, 17, 45, 348
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\operations\OperationDetailPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 312, 0, 0, 0, 7, 26, 345
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\operations\OperationFormModal.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 3, 10, 73
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\operations\OperationFormModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 490, 0, 0, 0, 15, 39, 544
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\operations\OperationsPage.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 15, 21, 157
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\operations\OperationsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 0, 0, 0, 9, 26, 233
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\operations\OperationsTable.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 8, 15, 115
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\operations\OperationsTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 5, 14, 192
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\operations\hooks\useOperations.ts", "TypeScript", 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18, 150
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\petty-cash\PettyCashDepositFormModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 4, 25, 265
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\petty-cash\PettyCashPage.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 3, 8, 64
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\petty-cash\PettyCashPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 8, 31, 275
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\petty-cash\PettyCashTable.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 4, 9, 60
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\petty-cash\PettyCashTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 6, 15, 184
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\photos\AdminPhotosPage.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 9, 36, 282
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\photos\AdminPhotosPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 217, 0, 0, 0, 11, 32, 260
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\photos\hooks\useRoutePhotos.ts", "TypeScript", 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27, 173
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\photos\utils\generatePhotosPdf.ts", "TypeScript", 0, 0, 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 255
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\products\ProductFormModal.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 5, 12, 98
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\products\ProductFormModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 0, 0, 0, 9, 20, 225
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\products\ProductTable.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 4, 10, 84
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\products\ProductTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 3, 6, 150
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\products\ProductsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 205, 0, 0, 0, 6, 30, 241
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\AcInconformeSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 1, 7, 73
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\ChangeStatusModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 4, 14, 152
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\ConditionsSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 1, 15, 198
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\EditExpirationModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 1, 13, 127
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\InvoiceSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 1, 12, 192
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\ItemsSection.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 4, 9, 73
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\ItemsSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 1, 18, 165
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PaymentSection.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 10, 21, 154
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PaymentSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 546, 0, 0, 0, 30, 51, 627
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchaseItemEditModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 4, 11, 131
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchaseItemForm.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 8, 18, 136
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchaseItemForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 294, 0, 0, 0, 1, 20, 315
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchaseItemsTable.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 3, 9, 54
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchaseItemsTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 0, 0, 0, 3, 10, 178
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchaseOrderFormModal.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 4, 6, 42
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchaseOrderFormModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 0, 0, 0, 8, 27, 230
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchaseOrderHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 5, 11, 170
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchaseOrderPrint.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 1, 6, 77
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchaseOrderPrint.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 1, 4, 139
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchaseOrdersTable.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 5, 12, 92
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchaseOrdersTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 3, 14, 173
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchaseTabs.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 6, 6, 41
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchasesDetailsPage.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 434, 0, 0, 0, 0, 0, 0, 0, 25, 76, 535
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchasesDetailsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 259, 0, 0, 0, 9, 26, 294
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchasesPage.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 8, 19, 143
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\PurchasesPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 305, 0, 0, 0, 26, 43, 374
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\QuotationFormModal.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 1, 4, 37
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\QuotationFormModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 4, 11, 107
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\QuotationsSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 1, 12, 131
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\QuotationsTable.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 3, 11, 71
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\QuotationsTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 3, 6, 123
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\SectionShared.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 276, 0, 0, 0, 0, 0, 0, 0, 10, 39, 325
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\ShippingSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 1, 9, 122
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\purchases\StatusBadge.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\rent-expenses\GastosRentaFormModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 10, 22, 179
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\rent-expenses\GastosRentaPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 5, 9, 104
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\rent-expenses\GastosRentaTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 1, 4, 67
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\routes-management\ImportRoutesModal.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 9, 30, 198
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\routes-management\ImportRoutesModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 254, 0, 0, 0, 6, 26, 286
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\routes-management\RoutesPage.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 3, 8, 67
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\routes-management\RoutesPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 0, 0, 0, 13, 26, 233
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\routes-management\RoutesTable.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 3, 7, 49
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\routes-management\RoutesTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 6, 16, 172
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\routes-management\SavedRoutesList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 1, 10, 130
"c:\Users\miste\OneDrive\Escritorio\R\code\apps-web\apk-transdovic-capacitor\apps\web\src\pages\routes-management\route-detail\CollectionDetailModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 8, 11, 160
